Kanji,Kun,On,Arti,Kata 1,Kata 2,Kata 3,URL,Peringkat frekuensi
課,,カ,"bab, pelajaran, bagian, departemen, divisi, pembilang bab","課題【かだい】subjek, tema, masalah, materi, pekerjaan rumah, ...",課外【かがい】ekstrakurikuler,課税【かぜい】pajak,https://kanjikana.com/id/kanji/課?jlpt=2,455
届,"とど.ける, -とど.け, とど.く",カイ,"mengantarkan, mencapai, tiba, laporan, memberitahu, ke depan","届く【とどく】mencapai, menyentuh, untuk sampai ke, menggema, akan dikirim, ...","届ける【とどける】mengantarkan, meneruskan, mengirim, melaporkan, memberitahu, ...",,https://kanjikana.com/id/kanji/届?jlpt=2,939
区,,"ク, オウ, コウ","bangsal, distrik","区間【くかん】bagian, segmen, dimensi, interval","区切り【くぎり】jeda, tanda baca, istirahat, akhir, berhenti, ...","区画【くかく】pembagian, bagian, kompartemen, blok, alur, ...",https://kanjikana.com/id/kanji/区?jlpt=2,137
専,もっぱ.ら,セン,"keahlian khusus, eksklusif, terutama, hanya",専修【せんしゅう】spesialisasi,"専ら【もっぱら】seluruhnya, hanya, secara eksklusif, dengan penuh pengabdian, dengan tatapan tetap, ...","専用【せんよう】penggunaan eksklusif, penggunaan pribadi, penggunaan khusus, gunakan untuk tujuan tertentu, menggunakan hanya (misalnya suatu merek tertentu), ...",https://kanjikana.com/id/kanji/専?jlpt=2,506
副,,フク,"wakil-, asisten, duplikat, salin",,,,https://kanjikana.com/id/kanji/副?jlpt=2,360
弱,"よわ.い, よわ.る, よわ.まる, よわ.める",ジャク,"lemah, rapuh","弱まる【よわまる】mereda, melemahkan, kurang gizi, merasa kecewa, bingung",弱める【よわめる】melemahkan,"弱る【よわる】melemahkan, melemah, meredup, menurun, merasa sedih, ...",https://kanjikana.com/id/kanji/弱?jlpt=2,958
捨,す.てる,シャ,"membuang, membuang, mengabaikan, mengundurkan diri, tolak, pengorbanan","四捨五入【ししゃごにゅう】pembulatan (angka), pembulatan setengah menjauhi nol, membulatkan (pandangan), berkonvergensi ke pendapat yang sama","捨てる【すてる】membuang, pergi, menyerah, mengundurkan diri",,https://kanjikana.com/id/kanji/捨?jlpt=2,1266
圧,"お.す, へ.す, おさ.える, お.さえる","アツ, エン, オウ","tekanan, dorong, menghancurleburkan, menindas, mendominasi","抑圧【よくあつ】periksa, pengekangan, penindasan","圧力【あつりょく】tekanan, stres, tekanan (misalnya politik), pemaksaan",血圧【けつあつ】tekanan darah,https://kanjikana.com/id/kanji/圧?jlpt=2,718
跡,あと,セキ,"jejak, tanda, cetak, kesan","追跡【ついせき】memburu, kejaran, pelacakan, menguntit, mengikuti, ...","跡継ぎ【あとつぎ】ahli waris, penerus","遺跡【いせき】sisa-sisa (arkeologis), reruntuhan, relik",https://kanjikana.com/id/kanji/跡?jlpt=2,953
域,,イキ,"jangkauan, wilayah, batas-batas, panggung, tingkat",域外【いきがい】di luar area,"領域【りょういき】wilayah, domain, lapangan, jangkauan, rezim","区域【くいき】batas-batas, batas, domain, zona, bola, ...",https://kanjikana.com/id/kanji/域?jlpt=2,396
巻,"ま.く, まき, ま.き","カン, ケン","gulir, volume, buku, bagian, menggulung, mengakhiri, dasi, kumparan, penghitung untuk teks (atau gulungan buku)","巻【まき】gulungan, memutar (mis. jam), jilid, mempercepat, hak (sandal Jepang)",,,https://kanjikana.com/id/kanji/巻?jlpt=2,944
橋,はし,キョウ,jembatan,"橋渡し【はしわたし】mediasi, perantara baik, perantara, penengah, jembatan, ...","桟橋【さんばし】dermaga, jembatan","鉄橋【てっきょう】jembatan kereta api, jembatan besi",https://kanjikana.com/id/kanji/橋?jlpt=2,553
里,さと,リ,"rhode island, desa, rumah orang tua, liga","郷里【きょうり】kampung halaman, tempat kelahiran",,,https://kanjikana.com/id/kanji/里?jlpt=2,1096
児,"こ, -こ, -っこ","ジ, ニ, ゲイ","bayi baru lahir, anak, anak hewan",小児科【しょうにか】pediatri,"孤児【こじ】yatim piatu, orang tanpa teman","育児【いくじ】penitipan anak, pengasuhan anak, keperawatan, pembesaran",https://kanjikana.com/id/kanji/児?jlpt=2,679
算,そろ,サン,"menghitung, meramal, nomor, abakus, probabilitas",採算【さいさん】keuntungan,"清算【せいさん】penyelesaian (keuangan), menyeimbangkan rekening, melunasi utang, likuidasi, mengakhiri (hubungan), ...","換算【かんさん】konversi (misalnya yen ke dolar), perubahan, pertukaran, terjemahan (numerik)",https://kanjikana.com/id/kanji/算?jlpt=2,361
囲,"かこ.む, かこ.う, かこ.い",イ,"mengelilingi, mengkepung, toko, terutama, kandang, melingkari, mempertahankan, jaga","雰囲気【ふんいき】atmosfer, suasana hati, suasana, aura, merasa, ...","周囲【しゅうい】sekitar, sekitarnya, keliling","範囲【はんい】jangkauan, cakupan, bola, jangka waktu",https://kanjikana.com/id/kanji/囲?jlpt=2,771
順,,ジュン,"patuhi, pesan, berbelok, benar, kepatuhan, kesempatan","手順【てじゅん】proses, prosedur, urutan, protokol, instruksi","順序【じゅんじょ】pesan, urutan, prosedur","道順【みちじゅん】rute, cara, kursus, arah",https://kanjikana.com/id/kanji/順?jlpt=2,779
骨,ほね,コツ,"kerangka, tulang, sisa-sisa, bingkai","骨【こつ】bakat, keterampilan, tipu, rahasia, pengetahuan teknis, ...","露骨【ろこつ】buka, terbuka, tak tersamarkan, kentara, polos, ...","骨【ほね】tulang, bingkai, garis besar, inti, tulang punggung, ...",https://kanjikana.com/id/kanji/骨?jlpt=2,936
汚,"けが.す, けが.れる, けが.らわしい, よご.す, よご.れる, きたな.い",オ,"kotor, mencemari, aib, pemerkosaan, menghina","汚れる【けがれる】dilanggar, dikotori, tercemar, menjadi ternoda","汚れ【けがれ】najis, ketidakmurnian, penodaan, aib, malu, ...","汚す【よごす】mencemari, mengkontaminasi, mengotori, menodai, mencemarkan nama baik, ...",https://kanjikana.com/id/kanji/汚?jlpt=2,908
玉,"たま, たま-, -だま",ギョク,"permata, bola","玉【ぎょく】batu berharga (terutama giok), telur (terkadang terutama sebagai topping sushi), saham atau sekuritas yang diperdagangkan, produk yang dibeli atau dijual, posisi, ...","玉【たま】bola, bola, globe, bola, butir, ...",,https://kanjikana.com/id/kanji/玉?jlpt=2,737
鉄,くろがね,テツ,besi,鉄鋼【てっこう】besi dan baja,製鉄【せいてつ】pembuatan besi,"鉄棒【てつぼう】batang besi, klub besi, palang mendatar (senam)",https://kanjikana.com/id/kanji/鉄?jlpt=2,672
比,くら.べる,ヒ,"bandingkan, balapan, rasio, Filipina","比率【ひりつ】rasio, proporsi, persentase","比重【ひじゅう】berat jenis, kerapatan relatif, kepentingan relatif, berat","対比【たいひ】kontras, perbandingan",https://kanjikana.com/id/kanji/比?jlpt=2,329
片,"かた-, かた",ヘン,"sepihak, daun, lembar, radikal kanan-side (no. 91)","片言【かたこと】omong kosong, bahasa yang rusak, bahasa penghenti, percakapan bayi, pidato yang tidak sempurna, ...","片付け【かたづけ】merapikan, penyelesaian","片思い【かたおもい】cinta tak berbalas, cinta bertepuk sebelah tangan",https://kanjikana.com/id/kanji/片?jlpt=2,1076
患,わずら.う,カン,"terkena, penyakit, menderita dari, sakit",患者【かんじゃ】pasien,,,https://kanjikana.com/id/kanji/患?jlpt=2,796
永,なが.い,エイ,"keabadian, panjang","永遠【えいえん】keabadian, kekekalan",,,https://kanjikana.com/id/kanji/永?jlpt=2,846
換,"か.える, -か.える, か.わる",カン,"pertukaran, periode, perubahan, mengubah, ganti, perbarui","転換【てんかん】konversi, pengalihan, peralihan, komutasi, beralih","換算【かんさん】konversi (misalnya yen ke dolar), perubahan, pertukaran, terjemahan (numerik)",換気【かんき】ventilasi,https://kanjikana.com/id/kanji/換?jlpt=2,687
蔵,"くら, おさ.める, かく.れる","ゾウ, ソウ","gudang, sembunyi, milik, memiliki","蔵【くら】gudang, ruang bawah tanah, majalah, lumbung, depositori, ...",蔵相【ぞうしょう】menteri keuangan,"埋蔵【まいぞう】mengubur di tanah, memiliki deposit bawah tanah",https://kanjikana.com/id/kanji/蔵?jlpt=2,468
温,"あたた.か, あたた.かい, あたた.まる, あたた.める, ぬく",オン,hangat,"保温【ほおん】menahan kehangatan, menjaga panas tetap di dalam, isolasi panas","温室【おんしつ】rumah kaca, konservatorium","温まる【あたたまる】menghangatkan diri, berjemur, memanaskan",https://kanjikana.com/id/kanji/温?jlpt=2,838
額,ひたい,ガク,"dahi, tablet, plak, gambar bingkai, jumlah, volume","差額【さがく】keseimbangan, perbedaan (dalam harga, biaya), margin","額【がく】bingkai (gambar), gambar bingkai, jumlah (uang terutama), jumlah","額【ひたい】dahi, alis",https://kanjikana.com/id/kanji/額?jlpt=2,407
輪,わ,リン,"roda, cincin, lingkaran, tautan, putaran, penghitung untuk roda dan bunga","年輪【ねんりん】cincin tahunan pohon, cincin pertumbuhan, pengalaman dalam hidup","首輪【くびわ】kalung hewan, kalung, kalung choker",輪【りん】penghitung untuk roda dan bunga,https://kanjikana.com/id/kanji/輪?jlpt=2,693
衣,"ころも, きぬ, -ぎ","イ, エ",pakaian,"衣装【いしょう】pakaian, kostum, gaun",衣料【いりょう】pakaian,衣類【いるい】pakaian,https://kanjikana.com/id/kanji/衣?jlpt=2,1214
混,"ま.じる, -ま.じり, ま.ざる, ま.ぜる, こ.む",コン,"campur, campurkan, bingung","混同【こんどう】kebingungan, pencampuran, penggabungan","混ぜる【まぜる】mencampurkan, mengaduk","混ざる【まざる】dicampur, dicampur dengan, berhubungan dengan, bergaul dengan, bergabung",https://kanjikana.com/id/kanji/混?jlpt=2,824
刺,"さ.す, さ.さる, さ.し, さし, とげ",シ,"duri, menusuk, sengatan, kartu nama",刺繍【ししゅう】sulaman,"刺す【さす】menusuk, menempel, menggigit, menjahit, membordir, ...","刺さる【ささる】menusuk, terjebak, menginap, menyentuh emosi, bergerak",https://kanjikana.com/id/kanji/刺?jlpt=2,1031
栄,"さか.える, は.え, -ば.え, は.える, え","エイ, ヨウ","berkembang, kemakmuran, kehormatan, kemuliaan, kemegahan",栄える【さかえる】berkembang,"繁栄【はんえい】kemakmuran, makmur, maju","栄養【えいよう】gizi, nutrisi",https://kanjikana.com/id/kanji/栄?jlpt=2,920
軽,"かる.い, かろ.やか, かろ.んじる","ケイ, キョウ, キン","ringan, sepele, tidak penting",軽減【けいげん】pengurangan,"手軽【てがる】mudah, sederhana, tidak formal, spontan, murah","気軽【きがる】bebas kekhawatiran, mengapung, ceria, bersemangat, kemudahan",https://kanjikana.com/id/kanji/軽?jlpt=2,790
替,"か.える, か.え-, か.わる",タイ,"pertukaran, cadangan, pengganti, per-","切り替える【きりかえる】mengubah, menukar, mengonversi, memperbarui, melempar sakelar, ...","為替【かわせ】giro, draf, pertukaran (misalnya asing)","替わる【かわる】berhasil, melegakan, mengganti, menggantikan, mengambil alih untuk, ...",https://kanjikana.com/id/kanji/替?jlpt=2,979
委,ゆだ.ねる,イ,"komite, percayakan kepada, pergi ke, mengabdikan, membuang",委員【いいん】anggota komite,,,https://kanjikana.com/id/kanji/委?jlpt=2,187
芸,"う.える, のり, わざ","ゲイ, ウン","teknik, seni, kerajinan, kinerja, akting, tipu daya, akrobat","学芸【がくげい】seni dan sains, seni liberal",手芸【しゅげい】kerajinan tangan,"芸能【げいのう】hiburan publik, seni pertunjukan, prestasi, pencapaian",https://kanjikana.com/id/kanji/芸?jlpt=2,719
印,"しるし, -じるし, しる.す",イン,"cap, segel, tanda, cetakan, simbol, lambang, merek dagang, bukti, cenderamata, india","調印【ちょういん】tanda tangan, penandatanganan, penyegelan","印鑑【いんかん】cap, segel","印【いん】prangko, anjing laut, memotong, cetak segel, penyegelan, ...",https://kanjikana.com/id/kanji/印?jlpt=2,682
腕,うで,ワン,"lengan, kemampuan, bakat","腕前【うでまえ】kemampuan, keahlian, fasilitas","腕【うで】lengan, keterampilan, upaya, kemampuan",,https://kanjikana.com/id/kanji/腕?jlpt=2,1163
河,かわ,カ,sungai,"運河【うんが】kanal yang dapat dilayari, jalur air",,,https://kanjikana.com/id/kanji/河?jlpt=2,663
署,,ショ,"tanda tangan, kantor pemerintah, kantor polisi",署名【しょめい】tanda tangan,,,https://kanjikana.com/id/kanji/署?jlpt=2,725
並,"な.み, なみ, なら.べる, なら.ぶ, なら.びに","ヘイ, ホウ","baris, dan, selain, serta, berbaris, beringkat dengan, saingan, sama","並びに【ならびに】dan, baik ... maupun, serta","並列【へいれつ】mengatur dalam satu baris, berdiri dalam satu baris, paralel","軒並み【のきなみ】deretan rumah, setiap rumah, setiap pintu, semua, sepenuhnya, ...",https://kanjikana.com/id/kanji/並?jlpt=2,599
植,"う.える, う.わる",ショク,tanaman,"植民地【しょくみんち】koloni, (penyelesaian) di Brasil",田植え【たうえ】penanaman padi,"植木【うえき】semak taman, pohon-pohon, tanaman pot",https://kanjikana.com/id/kanji/植?jlpt=2,699
庫,くら,"コ, ク",gudang,"在庫【ざいこ】persediaan, inventaris",倉庫【そうこ】gudang,"車庫【しゃこ】garasi, garasi terbuka, depot (kereta, bus, dll.)",https://kanjikana.com/id/kanji/庫?jlpt=2,852
羽,"は, わ, はね",ウ,"bulu, penghitung untuk burung, kelinci","羽【はね】bulu, turun, sayap, baling-baling, kok bulu tangkis, ...",,,https://kanjikana.com/id/kanji/羽?jlpt=2,748
陸,おか,"リク, ロク","tanah, enam",内陸【ないりく】daratan,"着陸【ちゃくりく】pendaratan, turun, mendarat","陸【りく】tanah, pantai",https://kanjikana.com/id/kanji/陸?jlpt=2,736
各,おのおの,カク,"masing-masing, setiap, entah","各自【かくじ】masing-masing (orang), semua orang, individu, masing-masing","各地【かくち】setiap tempat, berbagai tempat",,https://kanjikana.com/id/kanji/各?jlpt=2,243
角,"かど, つの",カク,"sudut, persegi, tanduk, tanduk rusa","角【かく】sudut, persegi, kubus, uskup, 商音, ...",街角【まちかど】pojok jalan,"四角い【しかくい】persegi, persegi panjang",https://kanjikana.com/id/kanji/角?jlpt=2,805
燃,"も.える, も.やす, も.す",ネン,"membakar, nyala api, bercahaya",燃料【ねんりょう】bahan bakar,"燃える【もえる】membakar, semangat",,https://kanjikana.com/id/kanji/燃?jlpt=2,948
胸,"むね, むな-",キョウ,"dada, payudara, jantung, perasaan","胸【むね】dada, payudara, jantung, paru-paru, perut, ...",,,https://kanjikana.com/id/kanji/胸?jlpt=2,1144
農,,ノウ,"pertanian, petani",農場【のうじょう】pertanian,農地【のうち】lahan pertanian,酪農【らくのう】peternakan susu,https://kanjikana.com/id/kanji/農?jlpt=2,385
紹,,ショウ,"memperkenalkan, warisi, bantu","紹介【しょうかい】pengantar, presentasi, rujukan",,,https://kanjikana.com/id/kanji/紹?jlpt=2,963
殿,"との, -どの","デン, テン","Tuan, aula, rumah besar, istana, kuil, tuan","殿【しんがり】belakang, penjaga unit belakang, jangkar (pria)",宮殿【きゅうでん】istana,"殿様【とのさま】bangsawan, pejabat, tuan, daimyo, daimyo, ...",https://kanjikana.com/id/kanji/殿?jlpt=2,1199
臓,はらわた,ゾウ,"jeroan, usus","内臓【ないぞう】organ dalam, jeroan","心臓【しんぞう】jantung, keberanian, saraf, pipi, empedu, ...",,https://kanjikana.com/id/kanji/臓?jlpt=2,991
秒,,ビョウ,detik,"秒【びょう】detik, detik busur",,,https://kanjikana.com/id/kanji/秒?jlpt=2,1015
固,"かた.める, かた.まる, かた.まり, かた.い",コ,"mengeras, aturan, gumpalan, menggumpal","固有【こゆう】karakteristik, tradisional, aneh, melekat, pribumi, ...","固体【こたい】padat, materi padat, padat-state","固定【こてい】memperbaiki (di tempat), diperbaiki (di tempat), mengamankan, penambatan, mengencangkan, ...",https://kanjikana.com/id/kanji/固?jlpt=2,750
劇,,ゲキ,"drama, bermain","劇団【げきだん】kelompok, perusahaan teater","喜劇【きげき】komedi, pertunjukan lucu","演劇【えんげき】drama, teater, bermain",https://kanjikana.com/id/kanji/劇?jlpt=2,662
短,みじか.い,タン,"pendek, kepadatan, kesalahan, cacat, titik lemah","短大【たんだい】perguruan tinggi muda, lembaga pendidikan pascasekolah menengah yang berorientasi kejuruan selama dua atau tiga tahun","短縮【たんしゅく】penyingkatan, kontraksi, pengurangan, pembatasan, singkatan","短歌【たんか】tanka, puisi Jepang 31-mora",https://kanjikana.com/id/kanji/短?jlpt=2,689
競,"きそ.う, せ.る, くら.べる","キョウ, ケイ","meniru, bersaing dengan, tawaran, jual di lelang, mengenai, kontes, balapan",競馬【けいば】balap kuda,"競技【きょうぎ】permainan, pertandingan, kontes","競争【きょうそう】kompetisi, kontes, persaingan, balapan, kompetisi (antara organisme atau spesies)",https://kanjikana.com/id/kanji/競?jlpt=2,610
承,"うけたまわ.る, う.ける","ショウ, ジョウ","setuju secara diam-diam, dengar, mendengarkan, diberitahu, menerima","了承【りょうしょう】pengakuan, pemahaman, persetujuan","承諾【しょうだく】persetujuan, penerimaan, perjanjian, kepatuhan","承る【うけたまわる】mendengar, diberitahu, mengetahui, menerima (pesanan), mengambil, ...",https://kanjikana.com/id/kanji/承?jlpt=2,775
韓,"から, いげた",カン,korea,,,,https://kanjikana.com/id/kanji/韓?jlpt=2,445
荒,"あ.らす, あ.れる, あら.い, すさ.ぶ, すさ.む, あ.らし",コウ,"dihancurkan, kasar, liar","荒廃【こうはい】reruntuhan, kehancuran, sampah, peluruhan","荒っぽい【あらっぽい】liar, kekerasan, kasar, kasar (misalnya pekerjaan), ceroboh","荒らす【あらす】membuat porak-poranda, menghancurkan, merusak, menginvasi, menerobos masuk, ...",https://kanjikana.com/id/kanji/荒?jlpt=2,1099
清,"きよ.い, きよ.まる, きよ.める","セイ, ショウ, シン","murni, membersihkan, mengusir setan, dinasti manchu","清算【せいさん】penyelesaian (keuangan), menyeimbangkan rekening, melunasi utang, likuidasi, mengakhiri (hubungan), ...","清らか【きよらか】bersih, jelas, murni, jujur, tidak bersalah, ...","清純【せいじゅん】kemurnian, kepolosan",https://kanjikana.com/id/kanji/清?jlpt=2,705
毒,,ドク,"racun, virus, bisa, kuman, kerugian, cedera, kebencian","中毒【ちゅうどく】keracunan, kecanduan","消毒【しょうどく】disinfeksi, sterilisasi","毒【どく】racun, toksikan, kerugian, pengaruh jahat, kehendak jahat, ...",https://kanjikana.com/id/kanji/毒?jlpt=2,1419
編,"あ.む, -あ.み",ヘン,"kompilasi, merajut, kepang, memutar, pengeditan, puisi yang sudah selesai, bagian dari sebuah buku",長編【ちょうへん】panjang,"編【へん】kompilasi (teks), pengeditan, jilid, karya sastra yang telah selesai","編み物【あみもの】merajut, bahan rajutan",https://kanjikana.com/id/kanji/編?jlpt=2,591
岩,いわ,ガン,"batu besar, batu, tebing",岩石【がんせき】batu,溶岩【ようがん】lava,"岩【いわ】batu, batu besar, tebing, jangkar",https://kanjikana.com/id/kanji/岩?jlpt=2,787
巨,,キョ,"raksasa, besar, hebat","巨大【きょだい】besar sekali, raksasa",,,https://kanjikana.com/id/kanji/巨?jlpt=2,892
宝,たから,ホウ,"harta karun, kekayaan, barang berharga","重宝【ちょうほう】nyaman, berguna, praktis, membantu, menemukan yang berguna, ...",宝【たから】harta karun,"宝石【ほうせき】permata, batu mulia",https://kanjikana.com/id/kanji/宝?jlpt=2,1139
油,あぶら,"ユ, ユウ","minyak, gemuk",原油【げんゆ】minyak mentah,油絵【あぶらえ】lukisan minyak,"油断【ゆだん】kelalaian, ketidakperhatian, ketidaksiapan",https://kanjikana.com/id/kanji/油?jlpt=2,690
坂,さか,ハン,"lereng, miring, bukit","坂【さか】lereng, miring, bukit, tonggak, tanda usia",,,https://kanjikana.com/id/kanji/坂?jlpt=2,865
革,かわ,カク,"kulit, reformasi, menjadi serius","変革【へんかく】perubahan, transformasi, reformasi, revolusi, merevolusi, ...","革新【かくしん】reformasi, inovasi","革命【かくめい】revolusi, tahun ke-58 dari siklus seksagenari (dalam Onmyōdō)",https://kanjikana.com/id/kanji/革?jlpt=2,249
停,"と.める, と.まる",テイ,"berhenti, menghentikan","調停【ちょうてい】arbitrase, rekonsiliasi, mediasi","停電【ていでん】pemadaman listrik, pemadaman, kegagalan pasokan listrik","停留所【ていりゅうじょ】berhenti, stasiun, tempat berhenti",https://kanjikana.com/id/kanji/停?jlpt=2,733
菜,な,サイ,"sayuran, lauk, hijau",野菜【やさい】sayuran,,,https://kanjikana.com/id/kanji/菜?jlpt=2,1327
祝,いわ.う,"シュク, シュウ","merayakan, ucapkan selamat","祝賀【しゅくが】perayaan, selamat","祝日【しゅくじつ】libur nasional, hari libur nasional","祝う【いわう】merayakan, memberi selamat, memberikan (sebuah hadiah) dalam perayaan, minum untuk merayakan, mengharapkan (masa depan yang bahagia, keberuntungan yang baik, dll.), ...",https://kanjikana.com/id/kanji/祝?jlpt=2,1184
依,よ.る,"イ, エ","bergantung, bergantung pada, akibatnya, oleh karena itu, karena","依然【いぜん】masih, sejauh ini, sebagaimana adanya",依存【いぞん】ketergantungan,"依頼【いらい】permintaan, komisi, mempercayakan (suatu urusan), ketergantungan",https://kanjikana.com/id/kanji/依?jlpt=2,906
甘,"あま.い, あま.える, あま.やかす, うま.い",カン,"manis, membujuk, manjakan, puas","甘口【あまくち】rasa manis, kelembutan, sanjungan, kebodohan","甘える【あまえる】bersikap seperti anak manja, membujuk, memanfaatkan, menganggap sudah pasti (misalnya, kemurahan hati orang lain), bergantung pada","甘やかす【あまやかす】memanjakan, merusak",https://kanjikana.com/id/kanji/甘?jlpt=2,1248
詰,"つ.める, つ.め, -づ.め, つ.まる, つ.む","キツ, キチ","penuh, dekat, ditekan, mencela, teguran, menyalahkan","詰まる【つまる】dikemas (dengan), penuh, tersumbat, memperpendek, menciutkan, ...","詰まり【つまり】maksudnya, itu adalah, dengan kata lain, maksud saya, itu berarti, ...","詰める【つめる】memasukkan ke dalam, macet, menghafal, mengemas, mengisi, ...",https://kanjikana.com/id/kanji/詰?jlpt=2,1020
省,"かえり.みる, はぶ.く","セイ, ショウ","fokus, kementerian pemerintah, mengawetkan","反省【はんせい】refleksi, pertimbangan kembali, introspeksi, meditasi, kontemplasi, ...","省略【しょうりゃく】penghilangan, mengabaikan, singkatan, ringkasan, pemendekan (mis. nama)",,https://kanjikana.com/id/kanji/省?jlpt=2,548
底,そこ,テイ,"bawah, telapak kaki, kedalaman, harga terendah, dasar, baik hati, mengurutkan","根底【こんてい】akar, dasar","到底【とうてい】(tidak) mungkin, tidak dengan cara apa pun, sama sekali tidak, sangat, benar-benar","底【そこ】bawah, tunggal",https://kanjikana.com/id/kanji/底?jlpt=2,867
荷,に,カ,"bagasi, beban pikulan, memikul beban, membahu (senjata), muat, kargo, barang-barang","荷【に】muat, bagasi, kargo, barang, beban, ...","荷造り【にづくり】pengemasan, lempar, membuat peti","荷物【にもつ】bagasi, paket, beban, muatan (dari paket, sel, dll.)",https://kanjikana.com/id/kanji/荷?jlpt=2,1230
損,"そこ.なう, そこな.う, -そこ.なう, そこ.ねる, -そこ.ねる",ソン,"kerusakan, kehilangan, kerugian, terluka, cedera","損なう【そこなう】merugikan, melukai, merusak, gagal untuk ..., melewatkan kesempatan untuk ...",破損【はそん】kerusakan,"損失【そんしつ】kehilangan (aset, keuntungan, dll.)",https://kanjikana.com/id/kanji/損?jlpt=2,807
卒,"そっ.する, お.える, お.わる, ついに, にわか","ソツ, シュツ","lulus, prajurit, pribadi, mati","卒業【そつぎょう】wisuda, penyelesaian (sebuah kursus), melanjutkan, melebihi (sesuatu), pergi (dari sebuah kelompok, perusahaan, dll.), ...",,,https://kanjikana.com/id/kanji/卒?jlpt=2,772
林,はやし,リン,"hutan kecil, hutan",林業【りんぎょう】kehutanan,森林【しんりん】hutan,"山林【さんりん】hutan pegunungan, hutan di gunung, gunung dan hutan",https://kanjikana.com/id/kanji/林?jlpt=2,656
泉,いずみ,セン,"musim semi, air mancur","温泉【おんせん】mata air panas, pemandian air panas Jepang, resor pemandian air panas, pemandian air panas","泉【いずみ】musim semi, air mancur",,https://kanjikana.com/id/kanji/泉?jlpt=2,1086
億,,オク,"seratus juta, 10 pangkat 8","億【おく】seratus juta, 100.000.000",,,https://kanjikana.com/id/kanji/億?jlpt=2,716
布,"ぬの, し.く, きれ","フ, ホ","linen, kain, menyebar, mendistribusikan","布告【ふこく】perintah, peraturan, proklamasi","分布【ぶんぷ】distribusi, alokasi","座布団【ざぶとん】zabuton, bantal lantai datar yang biasa digunakan saat duduk atau berlutut; biasanya berbentuk persegi panjang",https://kanjikana.com/id/kanji/布?jlpt=2,877
毛,け,モウ,"bulu, rambut, bawah","毛糸【けいと】benang rajut, benang wol",羊毛【ようもう】wol,"毛皮【けがわ】bulu, kulit, kulit bulu, radikal ""bulu"" kanji",https://kanjikana.com/id/kanji/毛?jlpt=2,1179
枚,,"マイ, バイ","lembaran..., penghitung untuk objek datar dan tipis atau lembaran","枚【まい】penghitung untuk objek tipis dan datar (misalnya lembaran kertas, piring, koin), penghitung porsi gyōza atau soba, penghitung untuk peringkat, penghitung untuk pegulat dengan peringkat tertentu, penghitung untuk ladang atau sawah, ...","枚数【まいすう】jumlah benda datar, perbedaan menang-kalah yang mempengaruhi peringkat pegulat",,https://kanjikana.com/id/kanji/枚?jlpt=2,911
延,"の.びる, の.べる, の.べ, の.ばす",エン,"memperpanjang, peregangan","延べ【のべ】kontrak berjangka, kredit (pembelian), peregangan, total (mengikuti penghitung, satuan, dll.), agregat, ...","延長【えんちょう】perpanjangan, memanjangkan, panjang total, perluasan, lanjutan, ...",延期【えんき】penundaan,https://kanjikana.com/id/kanji/延?jlpt=2,747
伸,"の.びる, の.ばす, の.べる, の.す",シン,"mengembangkan, meregangkan, memperpanjang, meningkatkan","伸ばす【のばす】memanjang, memanjangkan, memperpanjang, meregangkan, menghubungi, ...","伸びる【のびる】meregangkan, memperpanjang, tumbuh, meluruskan, diratakan, ...",,https://kanjikana.com/id/kanji/伸?jlpt=2,730
勇,いさ.む,ユウ,"keberanian, semangat, bersemangat tinggi, kepahlawanan","勇敢【ゆうかん】berani, heroik, gagah","勇ましい【いさましい】berani, pemberani, gagah, mengaduk, bersemangat, ...","勇気【ゆうき】keberanian, urat saraf",https://kanjikana.com/id/kanji/勇?jlpt=2,1319
測,はか.る,ソク,"mengerti, rencana, skema, ukur","推測【すいそく】tebak, dugaan","観測【かんそく】pengamatan, survei, pengukuran, pendapat, prediksi, ...","測量【そくりょう】pengukuran, pemetaan",https://kanjikana.com/id/kanji/測?jlpt=2,761
倍,,バイ,"ganda, dua kali, waktu, lipat","倍率【ばいりつ】perbesaran, pengaruh, amplifikasi, faktor penskalaan, faktor skala, ...","倍【ばい】ganda, dua kali (lebih banyak), kali, -lipat, ke-n, ...",,https://kanjikana.com/id/kanji/倍?jlpt=2,714
雇,やと.う,コ,"mempekerjakan, sewa","雇用【こよう】pekerjaan, sewa","雇う【やとう】mempekerjakan, mengontrak, menyewa",,https://kanjikana.com/id/kanji/雇?jlpt=2,975
輸,,"ユ, シュ","transportasi, kirim, lebih rendah",運輸【うんゆ】transportasi,輸送【ゆそう】transportasi,輸血【ゆけつ】transfusi darah,https://kanjikana.com/id/kanji/輸?jlpt=2,371
岸,きし,ガン,pantai,"沿岸【えんがん】pantai, pesisir","岸【きし】bank, pantai",海岸【かいがん】pantai,https://kanjikana.com/id/kanji/岸?jlpt=2,556
略,"ほぼ, はぶ.く, おか.す, おさ.める, はかりごと, はか.る",リャク,"singkatan, penghilangan, garis besar, memperpendek, tangkap, jarah","略奪【りゃくだつ】jarah, jarahan, penjarahan, perampokan","略語【りゃくご】singkatan, akronim","概略【がいりゃく】garis besar, ringkasan, intisari, secara singkat",https://kanjikana.com/id/kanji/略?jlpt=2,774
