Kanji,Kun,On,Arti,Kata 1,Kata 2,Kata 3,URL,Peringkat frekuensi
起,"お.きる, お.こる, お.こす, おこ.す, た.つ",キ,"membangkitkan, bangun",起こる【おこる】terjadi,"起こす【おこす】mengangkat, membangkitkan, mendirikan, mengambil, membangunkan, ...","起きる【おきる】bangun, naik, menyala dengan cepat, terjaga, tetap terjaga, ...",https://kanjikana.com/id/kanji/起?jlpt=4,374
夜,"よ, よる",ヤ,malam,"夜中【よなか】tengah malam, mati malam",夜明け【よあけ】fajar,今夜【こんや】malam ini,https://kanjikana.com/id/kanji/夜?jlpt=4,487
料,,リョウ,"biaya, bahan-bahan",食料【しょくりょう】makanan,"材料【ざいりょう】bahan-bahan, bahan, materi pokok, dasar, bukti, ...","給料【きゅうりょう】gaji, upah, membayar",https://kanjikana.com/id/kanji/料?jlpt=4,295
特,,トク,khusus,"特徴【とくちょう】fitur, sifat, karakteristik, kekhasan, pembeda","独特【どくとく】kekhasan, keunikan, karakteristik, dipahami hanya oleh diri sendiri","特別【とくべつ】khusus, luar biasa",https://kanjikana.com/id/kanji/特?jlpt=4,234
品,しな,"ヒン, ホン","barang, penyempurnaan, martabat, artikel, penghitung untuk hidangan makanan","作品【さくひん】karya, kinerja, produksi","商品【しょうひん】komoditas, barang dagangan, barang, saham","品【しな】artikel, item, benda, barang, saham, ...",https://kanjikana.com/id/kanji/品?jlpt=4,225
計,"はか.る, はか.らう",ケイ,"alur, rencana, skema, ukur","計画【けいかく】rencana, proyek, jadwal, skema, program","計算【けいさん】perhitungan, menghitung, ramalan","会計【かいけい】akuntansi, keuangan, akun, perhitungan, tagihan, ...",https://kanjikana.com/id/kanji/計?jlpt=4,228
店,"みせ, たな",テン,toko,"支店【してん】kantor cabang, toko cabang","店員【てんいん】pegawai toko, asisten toko, pegawai administrasi, pramuniaga","店【みせ】toko, pendirian, restoran",https://kanjikana.com/id/kanji/店?jlpt=4,378
族,,ゾク,"suku, keluarga",家族【かぞく】keluarga,,,https://kanjikana.com/id/kanji/族?jlpt=4,393
送,おく.る,ソウ,"pengawalan, kirim","放送【ほうそう】penyiaran, siaran, program, pengumuman","見送り【みおくり】mengantar, perpisahan, penundaan, penyimpanan, membiarkan lemparan melewati, ...","送る【おくる】mengirim (sesuatu), mengirimkan, mengirim, mengantar, memberi penghormatan terakhir, ...",https://kanjikana.com/id/kanji/送?jlpt=4,311
文,"ふみ, あや","ブン, モン","kalimat, sastra, gaya, seni, dekorasi, angka-angka, rencana, radikal sastra (no. 67)","文句【もんく】keluhan, menggerutu, keberatan, frasa, kata-kata, ...","注文【ちゅうもん】pesan, permintaan, kondisi","文字【もじ】huruf, karakter, menulis",https://kanjikana.com/id/kanji/文?jlpt=4,190
院,,イン,"instruksi, lembaga, kuil, rumah besar, sekolah",入院【にゅういん】perawatan di rumah sakit,"退院【たいいん】keluar dari rumah sakit, pemulangan dari rumah sakit","病院【びょういん】rumah sakit, klinik, kantor dokter, operasi dokter",https://kanjikana.com/id/kanji/院?jlpt=4,150
朝,あさ,チョウ,"pagi, dinasti, rezim, zaman, periode, korea utara","朝【あさ】pagi, sarapan",今朝【けさ】pagi ini,毎朝【まいあさ】setiap pagi,https://kanjikana.com/id/kanji/朝?jlpt=4,248
転,"ころ.がる, ころ.げる, ころ.がす, ころ.ぶ, まろ.ぶ, うたた, うつ.る, くる.めく",テン,"berputar, berbalik, perubahan","運転【うんてん】operasi (mesin), berlari, bekerja, mengemudi, penggunaan (modal, dana, dll.), ...","転ぶ【ころぶ】jatuh, menghasilkan, berlangsung, meninggalkan agama Kristen (dan beralih ke agama Buddha), murtad, ...","運転手【うんてんしゅ】pengemudi, sopir",https://kanjikana.com/id/kanji/転?jlpt=4,327
公,おおやけ,"コウ, ク","umum, pangeran, resmi, pemerintah","公平【こうへい】keadilan, ketidakberpihakan, obyektivitas","公務員【こうむいん】pegawai pemerintah, pegawai negeri",公園【こうえん】taman umum,https://kanjikana.com/id/kanji/公?jlpt=4,118
可,"-べ.き, -べ.し","カ, コク","dapat, dapat dilalui, tidak boleh, jangan","許可【きょか】izin, persetujuan, otorisasi, lisensi","可能【かのう】mungkin, potensi, praktis, layak","不可【ふか】salah, buruk, tidak pantas, tidak dapat dibenarkan, tidak disarankan, ...",https://kanjikana.com/id/kanji/可?jlpt=4,314
病,"や.む, -や.み, やまい","ビョウ, ヘイ",sakit,"病院【びょういん】rumah sakit, klinik, kantor dokter, operasi dokter","病気【びょうき】penyakit (biasanya tidak termasuk penyakit ringan, misalnya pilek biasa), penyakit, kebiasaan buruk, perilaku buruk, kelemahan, ...",,https://kanjikana.com/id/kanji/病?jlpt=4,384
住,"す.む, す.まう, -ず.まい","ジュウ, ヂュウ, チュウ","tinggal, hidup, menghuni","住民【じゅうみん】penduduk, warga negara, populasi","住宅【じゅうたく】tempat tinggal, perumahan, gedung tempat tinggal","住所【じゅうしょ】alamat, kediaman, domisili",https://kanjikana.com/id/kanji/住?jlpt=4,270
屋,や,オク,"atap, rumah, toko, pedagang, penjual",屋根【やね】atap,"小屋【こや】pondok, kabin, gudang, kandang hewan, teater kecil, ...",屋上【おくじょう】atap,https://kanjikana.com/id/kanji/屋?jlpt=4,616
買,か.う,バイ,beli,"買う【かう】membeli, menghargai (tinggi), menghargai, mengenali, memancing (kemarahan, ketidakpuasan, dll. seseorang), ...","買い物【かいもの】berbelanja, barang yang dibeli",,https://kanjikana.com/id/kanji/買?jlpt=4,520
有,あ.る,"ユウ, ウ","memiliki, ada, terjadi, kira-kira","有利【ゆうり】menguntungkan, lebih baik, lebih kuat, membayar","有効【ゆうこう】sah, efektif, yuko (judo)","有名【ゆうめい】terkenal, ketenaran",https://kanjikana.com/id/kanji/有?jlpt=4,282
試,"こころ.みる, ため.す",シ,"ujian, mencoba, upaya, percobaan, cobaan","試す【ためす】mencoba, menguji","試し【ためし】percobaan, ujian","試合【しあい】pertandingan, permainan, tentang, kontes",https://kanjikana.com/id/kanji/試?jlpt=4,392
質,"たち, ただ.す, もと, わりふ","シツ, シチ, チ","zat, kualitas, materi, temperamen","質【しつ】kualitas, nilai, alam, kualitas inheren, karakter, ...","物質【ぶっしつ】bahan, zat, benda",質問【しつもん】pertanyaan,https://kanjikana.com/id/kanji/質?jlpt=4,389
医,"い.やす, い.する, くすし",イ,"dokter, obat",医師【いし】dokter,医療【いりょう】perawatan medis,歯医者【はいしゃ】dokter gigi,https://kanjikana.com/id/kanji/医?jlpt=4,437
映,"うつ.る, うつ.す, は.える, -ば.え",エイ,"merefleksikan, refleksi, proyeksi",映画【えいが】film,映画館【えいがかん】bioskop,,https://kanjikana.com/id/kanji/映?jlpt=4,404
室,むろ,シツ,"kamar, apartemen, ruang, rumah kaca, gudang bawah tanah","研究室【けんきゅうしつ】laboratorium, ruang seminar, kantor profesor","会議室【かいぎしつ】ruang konferensi, ruang dewan","教室【きょうしつ】kelas, ruang kuliah, departemen, pelajaran, kursus, ...",https://kanjikana.com/id/kanji/室?jlpt=4,550
台,"うてな, われ, つかさ","ダイ, タイ","tatakan, sebuah stan, penghitung untuk mesin dan kendaraan","台【だい】berdiri, rak, meja, bangku, podium, ...","舞台【ぶたい】panggung, pertunjukan, latar cerita, pemandangan, bidang (aktivitas), ...","台風【たいふう】taifun, badai topan",https://kanjikana.com/id/kanji/台?jlpt=4,262
験,"あかし, しるし, ため.す, ためし","ケン, ゲン","verifikasi, efek, pengujian",経験【けいけん】pengalaman,"実験【じっけん】percobaan, eksperimen","試験【しけん】ujian, percobaan",https://kanjikana.com/id/kanji/験?jlpt=4,410
歌,"うた, うた.う",カ,"lagu, menyanyi",歌手【かしゅ】penyanyi,"歌【うた】lagu, menyanyi, puisi Jepang klasik (khususnya tanka), puisi modern","歌う【うたう】menyanyi, menyanyikan (cinta, keindahan, dll.) dalam sebuah puisi, mengekspresikan dalam bentuk puisi, membacakan (puisi)",https://kanjikana.com/id/kanji/歌?jlpt=4,519
去,"さ.る, -さ.る","キョ, コ","pergi, masa lalu, berhenti, berlalu, menghilangkan, perceraian","過去【かこ】masa lalu, masa lalu seseorang (yang sebaiknya tetap dirahasiakan), lampau, praeterita, preterit, ...","去る【さる】pergi, lulus, berlalu, menjauh, mengusir, ...",去年【きょねん】tahun lalu,https://kanjikana.com/id/kanji/去?jlpt=4,440
風,"かぜ, かざ-","フウ, フ","angin, udara, gaya, sikap","風景【ふうけい】pemandangan, bentang alam, penglihatan, TKP (tempat kejadian perkara)","台風【たいふう】taifun, badai topan","風【かぜ】angin, angin sepoi-sepoi, angin lembut, draf, cara, ...",https://kanjikana.com/id/kanji/風?jlpt=4,558
歩,"ある.く, あゆ.む","ホ, ブ, フ","berjalan, penghitung langkah","歩道【ほどう】trotoar, jalan setapak","進歩【しんぽ】kemajuan, maju, perbaikan, pengembangan",歩く【あるく】berjalan,https://kanjikana.com/id/kanji/歩?jlpt=4,554
広,"ひろ.い, ひろ.まる, ひろ.める, ひろ.がる, ひろ.げる",コウ,"lebar, luas","広がる【ひろがる】menyebar, memperpanjang, meregangkan, mencapai, mengelilingi, ...","広告【こうこく】iklan, pengumuman, pemberitahuan","広い【ひろい】luas, lebar",https://kanjikana.com/id/kanji/広?jlpt=4,263
週,,シュウ,minggu,週間【しゅうかん】minggu,週【しゅう】minggu,来週【らいしゅう】minggu depan,https://kanjikana.com/id/kanji/週?jlpt=4,540
写,"うつ.す, うつ.る, うつ-, うつ.し","シャ, ジャ","salin, difoto, menggambarkan","写す【うつす】mentranskripsi, menduplikasi, bereproduksi, meniru, melacak, ...","写真【しゃしん】fotografi, foto, gambar, tangkapan layar, jepret, ...",,https://kanjikana.com/id/kanji/写?jlpt=4,453
花,はな,"カ, ケ",bunga,"花見【はなみ】pemandangan bunga sakura, melihat bunga","花【はな】bunga, mekar, kelopak, bunga sakura, kecantikan, ...",花瓶【かびん】vas bunga,https://kanjikana.com/id/kanji/花?jlpt=4,578
黒,"くろ, くろ.ずむ, くろ.い",コク,hitam,黒板【こくばん】papan tulis hitam,"黒【くろ】hitam, batu go hitam, rasa bersalah, orang yang bersalah","黒い【くろい】hitam, gelap, kehitaman, kulit yang terbakar matahari, mencurigakan, ...",https://kanjikana.com/id/kanji/黒?jlpt=4,573
答,"こた.える, こた.え",トウ,"solusi, jawaban","答案【とうあん】kertas ujian, naskah ujian, lembar jawaban, jawaban (atas pertanyaan ujian)","答え【こたえ】jawaban, balasan, tanggapan, solusi, hasil","答える【こたえる】menjawab, membalas",https://kanjikana.com/id/kanji/答?jlpt=4,486
赤,"あか, あか-, あか.い, あか.らむ, あか.らめる","セキ, シャク",merah,"真っ赤【まっか】merah terang, merah tua, merah (wajah), benar-benar (misalnya, bohong), lengkap, ...",赤ちゃん【あかちゃん】bayi,赤ん坊【あかんぼう】bayi,https://kanjikana.com/id/kanji/赤?jlpt=4,584
色,いろ,"ショク, シキ",warna,景色【けしき】pemandangan,"色【いろ】warna, semir, semburat, bayangan, warna kulit, ...","色々【いろいろ】berbagai, berbagai macam, berbagai warna",https://kanjikana.com/id/kanji/色?jlpt=4,621
町,まち,チョウ,"kota, desa, blok, jalan","町【まち】kota, blok, lingkungan, pusat kota, jalan utama, ...",,,https://kanjikana.com/id/kanji/町?jlpt=4,292
銀,しろがね,ギン,perak,"銀【ぎん】perak (Ag), uang logam perak, uang, medali perak, warna perak, ...","銀行【ぎんこう】bank, lembaga perbankan",,https://kanjikana.com/id/kanji/銀?jlpt=4,395
工,,"コウ, ク, グ","kerajinan, konstruksi, katakana e radikal (no. 48)","人工【じんこう】buatan, buatan manusia, pekerjaan manusia, keterampilan manusia, kebuatan","工場【こうじょう】pabrik, tanaman, bengkel",工業【こうぎょう】industri manufaktur,https://kanjikana.com/id/kanji/工?jlpt=4,299
字,"あざ, あざな, -な",ジ,"karakter, surat, kata, bagian desa","文字【もじ】huruf, karakter, menulis","数字【すうじ】angka, karakter numerik","字【じ】karakter (terutama kanji), surat, teks tertulis, tulisan tangan, kata ...",https://kanjikana.com/id/kanji/字?jlpt=4,485
飲,"の.む, -の.み","イン, オン","minum, asap, mengambil","飲む【のむ】minum, meneguk, menelan, mengonsumsi (obat), merokok (tembakau), ...","飲み物【のみもの】minum, minuman",,https://kanjikana.com/id/kanji/飲?jlpt=4,969
注,"そそ.ぐ, さ.す, つ.ぐ",チュウ,"menuangkan, mengairi, meneteskan (air mata), mengalir ke, fokus pada, catatan, komentar, mengomentari","注目【ちゅうもく】pemberitahuan, perhatian, pengamatan","注文【ちゅうもん】pesan, permintaan, kondisi","注ぐ【そそぐ】menuangkan, menaburkan dari atas, menyiram, menuangkan ke, menyemprot, ...",https://kanjikana.com/id/kanji/注?jlpt=4,497
走,はし.る,ソウ,lari,"走る【はしる】berlari, berjalan, mengemudi, bepergian, bergerak, ...",,,https://kanjikana.com/id/kanji/走?jlpt=4,626
京,みやこ,"キョウ, ケイ, キン","ibukota, 10 pangkat 16","上京【じょうきょう】pergi ke ibu kota, pergi ke Tokyo",,,https://kanjikana.com/id/kanji/京?jlpt=4,74
古,"ふる.い, ふる-, -ふる.す",コ,tua,"中古【ちゅうこ】digunakan, barang bekas, tua, abad pertengahan (di Jepang khususnya periode Heian)","古い【ふるい】tua, menua, kuno, antik, usang, ...",,https://kanjikana.com/id/kanji/古?jlpt=4,509
英,はなぶさ,エイ,"inggris, pahlawan, luar biasa, kaliks",英語【えいご】bahasa inggris,,,https://kanjikana.com/id/kanji/英?jlpt=4,430
習,"なら.う, なら.い","シュウ, ジュ",belajar,"学習【がくしゅう】belajar, pembelajaran, panduan",予習【よしゅう】persiapan untuk pelajaran,"復習【ふくしゅう】ulasan (materi yang dipelajari), revisi",https://kanjikana.com/id/kanji/習?jlpt=4,706
兄,あに,"ケイ, キョウ",kakak laki-laki,兄【あに】kakak laki-laki,"兄弟【きょうだい】saudara kandung, saudara laki-laki dan perempuan, saudara laki-laki, saudara ipar, ipar laki-laki, ...","お兄さん【おにいさん】kakak laki-laki, pemuda, teman, anak laki-laki",https://kanjikana.com/id/kanji/兄?jlpt=4,1219
服,,フク,"pakaian, mengakui, patuhi, pembebasan",衣服【いふく】pakaian,服装【ふくそう】pakaian,"克服【こくふく】penaklukan, mengatasi, mengendalikan",https://kanjikana.com/id/kanji/服?jlpt=4,873
建,"た.てる, た.て, -だ.て, た.つ","ケン, コン",membangun,"建設【けんせつ】konstruksi, pembentukan","建築【けんちく】konstruksi, arsitektur (bangunan)",建てる【たてる】membangun,https://kanjikana.com/id/kanji/建?jlpt=4,300
青,"あお, あお-, あお.い","セイ, ショウ","biru, hijau",青年【せいねん】pemuda,"青【あお】biru, biru langit, hijau, lampu hijau, hitam, ...","青い【あおい】biru, biru langit, hijau, pucat, abu-abu, ...",https://kanjikana.com/id/kanji/青?jlpt=4,589
研,と.ぐ,ケン,"polandia, studi tentang, mengasah","研究【けんきゅう】belajar, penelitian, penyelidikan","研究室【けんきゅうしつ】laboratorium, ruang seminar, kantor profesor",,https://kanjikana.com/id/kanji/研?jlpt=4,336
紙,かみ,シ,kertas,"手紙【てがみ】surat, catatan",紙【かみ】kertas,,https://kanjikana.com/id/kanji/紙?jlpt=4,559
究,きわ.める,"キュウ, ク","penelitian, belajar","研究【けんきゅう】belajar, penelitian, penyelidikan","研究室【けんきゅうしつ】laboratorium, ruang seminar, kantor profesor",,https://kanjikana.com/id/kanji/究?jlpt=4,368
春,はる,シュン,musim semi,"春【はる】musim semi, tahun baru, masa keemasan, puncak (kemakmuran), masa jaya, ...",,,https://kanjikana.com/id/kanji/春?jlpt=4,579
図,"え, はか.る","ズ, ト","peta, menggambar, rencana, luar biasa, berani","合図【あいず】tanda, sinyal, isarat",図書【としょ】buku-buku,"図【ず】menggambar, gambar, diagram, angka, ilustrasi, ...",https://kanjikana.com/id/kanji/図?jlpt=4,539
旅,たび,リョ,perjalanan,旅【たび】perjalanan,"旅館【りょかん】penginapan Jepang, penginapan tradisional Jepang","旅行【りょこう】perjalanan, wisata, tur",https://kanjikana.com/id/kanji/旅?jlpt=4,783
肉,しし,ニク,daging,"肉【にく】daging, daging (buah), bubur kayu, tubuh fisik (dibandingkan dengan roh), ketebalan, ...",牛肉【ぎゅうにく】daging sapi,豚肉【ぶたにく】daging babi,https://kanjikana.com/id/kanji/肉?jlpt=4,986
夏,なつ,"カ, ガ, ゲ",musim panas,夏【なつ】musim panas,夏休み【なつやすみ】liburan musim panas,,https://kanjikana.com/id/kanji/夏?jlpt=4,659
弟,おとうと,"テイ, ダイ, デ","adik laki-laki, pelayanan setia kepada para lansia","弟【おとうと】adik laki-laki, adik ipar, murid","兄弟【きょうだい】saudara kandung, saudara laki-laki dan perempuan, saudara laki-laki, saudara ipar, ipar laki-laki, ...",,https://kanjikana.com/id/kanji/弟?jlpt=4,1161
犬,"いぬ, いぬ-",ケン,anjing,"犬【いぬ】anjing (canis (lupus) familiaris), pengadu, tikus, informan, mata-mata, ...",,,https://kanjikana.com/id/kanji/犬?jlpt=4,1326
飯,めし,ハン,"makanan, nasi rebus","飯【めし】nasi matang, makanan, kehidupan seseorang, penghidupan","ご飯【ごはん】nasi matang, makanan",夕飯【ゆうはん】makan malam,https://kanjikana.com/id/kanji/飯?jlpt=4,1046
館,"やかた, たて",カン,"bangunan, rumah besar, gedung besar, istana",博物館【はくぶつかん】museum,"美術館【びじゅつかん】museum seni, galeri seni","旅館【りょかん】penginapan Jepang, penginapan tradisional Jepang",https://kanjikana.com/id/kanji/館?jlpt=4,613
貸,"か.す, か.し-, かし-",タイ,meminjamkan,"貸す【かす】meminjamkan, menyewakan",,,https://kanjikana.com/id/kanji/貸?jlpt=4,995
堂,,ドウ,"ruang publik, aula","講堂【こうどう】aula, aula kuliah","食堂【しょくどう】ruang makan, aula makan, kafetaria, kantin, restoran, ...",,https://kanjikana.com/id/kanji/堂?jlpt=4,1010
借,か.りる,シャク,"meminjam, sewa","借金【しゃっきん】utang, pinjaman, kewajiban, meminjam uang, jumlah permainan di bawah tanda .500","借りる【かりる】meminjam, memiliki pinjaman, disewakan, mengontrak",,https://kanjikana.com/id/kanji/借?jlpt=4,932
秋,"あき, とき",シュウ,musim gugur,"秋【あき】musim gugur, jatuh",,,https://kanjikana.com/id/kanji/秋?jlpt=4,635
姉,"あね, はは",シ,kakak perempuan,姉妹【しまい】saudara perempuan,姉【あね】kakak perempuan,"お姉さん【おねえさん】kakak perempuan, gadis muda, rindu, nyonya, gadis yang lebih tua",https://kanjikana.com/id/kanji/姉?jlpt=4,1473
曜,,ヨウ,hari kerja,日曜【にちよう】minggu,曜日【ようび】hari dalam seminggu,土曜【どよう】sabtu,https://kanjikana.com/id/kanji/曜?jlpt=4,940
鳥,とり,チョウ,"burung, ayam",小鳥【ことり】burung kecil,"鳥【とり】burung, daging unggas (khususnya daging ayam), unggas",,https://kanjikana.com/id/kanji/鳥?jlpt=4,1043
夕,ゆう,セキ,malam,夕飯【ゆうはん】makan malam,"夕方【ゆうがた】malam, senja",,https://kanjikana.com/id/kanji/夕?jlpt=4,924
茶,,"チャ, サ",teh,"茶【ちゃ】teh, tanaman teh (Camellia sinensis), persiapan teh, membuat teh, cokelat, ...","お茶【おちゃ】teh (biasanya hijau), jeda teh (di tempat kerja), upacara minum teh","喫茶店【きっさてん】kedai kopi, ruang teh, ruang kopi, kafe",https://kanjikana.com/id/kanji/茶?jlpt=4,1116
魚,"うお, さかな, -ざかな",ギョ,ikan,魚【さかな】ikan,,,https://kanjikana.com/id/kanji/魚?jlpt=4,1208
妹,いもうと,マイ,adik perempuan,姉妹【しまい】saudara perempuan,妹【いもうと】adik perempuan,,https://kanjikana.com/id/kanji/妹?jlpt=4,1446
勉,つと.める,ベン,"usaha, mendorong, berusaha, rajin","勉強【べんきょう】belajar, ketekunan, bekerja keras, pengalaman, pelajaran (untuk masa depan), ...",,,https://kanjikana.com/id/kanji/勉?jlpt=4,1066
洋,,ヨウ,"samudra, laut, asing, gaya barat","西洋【せいよう】barat, negara-negara barat",洋服【ようふく】pakaian ala barat (bandingkan dengan pakaian tradisional Jepang),,https://kanjikana.com/id/kanji/洋?jlpt=4,763
昼,ひる,チュウ,"siang hari, siang","昼食【ちゅうしょく】makan siang, makanan yang disajikan di pesta teh (upacara teh)","お昼【おひる】makan siang, siang, tengah hari, siang hari, bangun tidur, ...","昼休み【ひるやすみ】istirahat makan siang, istirahat siang, periode istirahat siang",https://kanjikana.com/id/kanji/昼?jlpt=4,1115
牛,うし,ギュウ,sapi,"牛【うし】sapi (Bos taurus), sapi, banteng, betis, daging sapi, ...",牛乳【ぎゅうにゅう】susu sapi,牛肉【ぎゅうにく】daging sapi,https://kanjikana.com/id/kanji/牛?jlpt=4,1202
冬,ふゆ,トウ,musim dingin,冬【ふゆ】musim dingin,,,https://kanjikana.com/id/kanji/冬?jlpt=4,1090
駅,,エキ,stasiun,"駅【えき】stasiun kereta api, stasiun kereta, pos pemberhentian di jalan raya (di Jepang pra-modern), penghitung untuk stasiun kereta api dan stasiun bus",,,https://kanjikana.com/id/kanji/駅?jlpt=4,724
漢,,カン,"sino-, cina","漢字【かんじ】kanji, karakter cina",,,https://kanjikana.com/id/kanji/漢?jlpt=4,1487
